245002,1.8949,1.8905,2.1593,2.1587
250002,1.8956,1.8914,2.1606,2.16
255009,1.8953,1.8908,2.1597,2.1593
259999,1.8946,1.8898,2.1581,2.1579
265003,1.8948,1.8904,2.1588,2.158
270003,1.8946,1.8905,2.159,2.1582
275007,1.8949,1.8903,2.1585,2.1579
280009,1.8946,1.8902,2.1584,2.1579
285013,1.8957,1.8911,2.1603,2.1599
290002,1.8949,1.8903,2.1589,2.1584
295004,1.8955,1.8911,2.1602,2.1598
300012,1.8953,1.8907,2.1598,2.1595
305005,1.8955,1.8912,2.1603,2.1599
310007,1.8949,1.8907,2.1594,2.1586
315007,1.8954,1.8913,2.1604,2.1599
320012,1.8954,1.8909,2.1592,2.1586
325012,1.8943,1.8897,2.1578,2.1575
330003,1.8958,1.8913,2.1607,2.1603
335008,1.8948,1.8906,2.1591,2.1582
340013,1.8952,1.8907,2.1596,2.1591
345005,1.8947,1.8901,2.1583,2.158
350000,1.8948,1.8904,2.1588,2.1582
355005,1.8957,1.8914,2.1608,2.1603
360014,1.8947,1.8903,2.1585,2.1579
365005,1.8947,1.8899,2.158,2.1576
370009,1.8951,1.8906,2.1595,2.1591
375001,1.8957,1.8914,2.1601,2.1594
380014,1.8955,1.8912,2.1603,2.1598
385007,1.8955,1.8911,2.1602,2.1598
390013,1.8947,1.8903,2.1585,2.158
395006,1.8949,1.8904,2.159,2.1584
400010,1.8958,1.8915,2.1604,2.1599
405001,1.8955,1.8912,2.1604,2.1602
410005,1.8958,1.8911,2.1599,2.1597
415006,1.8956,1.8914,2.1602,2.1597
419999,1.8951,1.8905,2.1589,2.1583
425013,1.8954,1.8911,2.1601,2.1597
430004,1.8951,1.8906,2.1589,2.1584
435010,1.8947,1.8901,2.1583,2.1576
440012,1.8958,1.8915,2.1608,2.1603
445003,1.8948,1.8903,2.1585,2.158
450004,1.8953,1.8908,2.1602,2.16
455010,1.8953,1.8907,2.1587,2.1582
460004,1.8949,1.8906,2.1591,2.1583
465002,1.8958,1.8914,2.1605,2.16
470010,1.8947,1.8902,2.1584,2.1579
475009,1.8954,1.8909,2.1598,2.1594
480008,1.896,1.8917,2.1611,2.1606
485000,1.8947,1.8903,2.1586,2.1581
490004,1.8957,1.8912,2.1604,2.16
495000,1.8947,1.8902,2.1584,2.158
500007,1.8953,1.8908,2.1593,2.1586
505000,1.8952,1.8908,2.16,2.1594
510007,1.895,1.8904,2.1584,2.1579
515001,1.8955,1.8911,2.1599,2.1596
520005,1.8959,1.8915,2.1609,2.1605
524999,1.8957,1.8916,2.1605,2.1598
530003,1.8946,1.8898,2.158,2.1575
535011,1.8959,1.8915,2.1605,2.1601
540001,1.8957,1.8916,2.1611,2.1606
545014,1.8959,1.8914,2.1605,2.16
550009,1.8958,1.8916,2.1606,2.1601
555000,1.895,1.8903,2.1583,2.158
560003,1.8948,1.8904,2.1586,2.158
565011,1.8952,1.8909,2.1592,2.1584
570003,1.8949,1.8903,2.1586,2.158
575013,1.8959,1.8913,2.1603,2.1601
580002,1.896,1.8916,2.1607,2.1602
585000,1.8947,1.8904,2.1587,2.158
590008,1.8952,1.8906,2.1589,2.1583
595001,1.8948,1.8902,2.1586,2.1583
600006,1.8958,1.8914,2.1602,2.1597
605001,1.8959,1.8917,2.1606,2.1598
610013,1.8956,1.8913,2.1602,2.1598
615007,1.8957,1.8912,2.1603,2.1601
620013,1.8951,1.8906,2.1589,2.1583
625006,1.8957,1.8915,2.1602,2.1596
630006,1.895,1.8907,2.1594,2.1589
635011,1.896,1.8913,2.1602,2.16
640014,1.8957,1.8913,2.1603,2.1599
645005,1.8953,1.8912,2.1593,2.1583
650005,1.8951,1.8907,2.1589,2.1583
655013,1.895,1.8906,2.1589,2.1583
660002,1.8948,1.8904,2.1582,2.1576
665011,1.896,1.8919,2.1612,2.1607
670011,1.8964,1.892,2.1613,2.1609
675003,1.8956,1.8915,2.1604,2.16
680008,1.8953,1.8906,2.1589,2.1583
685013,1.8951,1.8908,2.1587,2.158
690002,1.8963,1.8919,2.1607,2.1603
695008,1.8961,1.8918,2.1605,2.16
700014,1.896,1.8916,2.1599,2.1595
705006,1.8961,1.8917,2.1604,2.1599
710013,1.8954,1.8909,2.1593,2.1588
715004,1.8955,1.891,2.159,2.1584
720007,1.8947,1.8901,2.1579,2.1577
725001,1.8964,1.892,2.1606,2.1601
730007,1.8962,1.892,2.1606,2.16
735013,1.8959,1.8913,2.1597,2.1593
740003,1.8952,1.8906,2.1582,2.1578
745000,1.8957,1.8913,2.1599,2.1595
750013,1.8963,1.8922,2.1612,2.1606
755014,1.8952,1.8908,2.1586,2.158
760005,1.8956,1.8909,2.1588,2.1585
765006,1.8952,1.8909,2.1591,2.1585
770001,1.8953,1.891,2.1591,2.1583
775006,1.896,1.8918,2.1604,2.1599
780013,1.8953,1.8907,2.1587,2.1582
785003,1.8953,1.891,2.1591,2.1586
790007,1.8954,1.891,2.1591,2.1584
795006,1.8955,1.8912,2.1593,2.1588
800008,1.8955,1.8909,2.1591,2.1589
805011,1.896,1.8914,2.1601,2.1596
810012,1.896,1.8918,2.1608,2.1602
815004,1.896,1.8916,2.16,2.1595
820014,1.8957,1.8913,2.1594,2.1591
825003,1.8958,1.8914,2.1597,2.1592
830001,1.8959,1.8916,2.1602,2.1596
834999,1.8964,1.8922,2.1611,2.1605
840006,1.8955,1.8912,2.1593,2.1588
845000,1.8961,1.8917,2.1607,2.1602
850003,1.8953,1.891,2.1586,2.1579
855015,1.8952,1.8911,2.1598,2.1592
860003,1.8962,1.8918,2.1609,2.1605
865003,1.8949,1.8904,2.1582,2.1577
870002,1.8959,1.8916,2.1601,2.1595
875015,1.8959,1.8917,2.1605,2.1597
880008,1.8961,1.8917,2.1607,2.1603
885003,1.8958,1.8912,2.1597,2.1596
890013,1.8951,1.8907,2.1586,2.158
895001,1.8962,1.892,2.1609,2.1605
900004,1.8958,1.8917,2.1606,2.1602
905010,1.8959,1.8914,2.1602,2.1597
910011,1.8959,1.8916,2.1606,2.1603
915002,1.8951,1.8908,2.159,2.1585
920013,1.8961,1.8917,2.1608,2.1603
925000,1.8956,1.8911,2.1598,2.1594
930004,1.8952,1.8906,2.1588,2.1583
935002,1.896,1.8916,2.1607,2.1603
940004,1.8954,1.8911,2.1595,2.1587
945014,1.8949,1.8906,2.1588,2.1582
950001,1.8949,1.8902,2.1582,2.1578
955008,1.8958,1.8915,2.1607,2.1602
960013,1.8951,1.891,2.1591,2.1584
965004,1.8951,1.8906,2.159,2.1584
970003,1.895,1.8904,2.1586,2.1581
975013,1.895,1.8907,2.1588,2.1583
980005,1.8959,1.8917,2.1609,2.1602
985005,1.8953,1.8908,2.1589,2.1582
990010,1.8948,1.8903,2.1588,2.1584
995007,1.895,1.8904,2.1585,2.1581
1000007,1.8958,1.8919,2.1601,2.1594
1005004,1.8958,1.8915,2.1582,2.1575
1010008,1.897,1.8926,2.1588,2.1585
1015005,1.8972,1.8926,2.1576,2.1572
1020009,1.898,1.8936,2.1578,2.157
1025000,1.8988,1.8945,2.158,2.1573
1030001,1.9006,1.8962,2.1594,2.1591
1035001,1.8948,1.8917,2.1541,2.1533
1040007,1.902,1.8976,2.1591,2.1586
1045007,1.9018,1.8975,2.1576,2.1569
1050007,1.9038,1.8994,2.1594,2.1589
1055000,1.9045,1.9,2.1592,2.1589
1060015,1.905,1.9006,2.1585,2.1581
1065010,1.9061,1.9019,2.1591,2.1585
1070006,1.906,1.9015,2.1575,2.1569
1075002,1.9077,1.9031,2.1586,2.1582
1080006,1.9084,1.9042,2.1592,2.1587
1085006,1.9094,1.9052,2.1596,2.1591
1090013,1.9096,1.9051,2.1574,2.1568
1095012,1.911,1.9064,2.1585,2.1581
1100009,1.9119,1.9072,2.1582,2.1579
1105002,1.9127,1.9084,2.1582,2.1574
1110010,1.9147,1.9102,2.1594,2.159
1115005,1.9153,1.9109,2.1588,2.1583
1120012,1.9163,1.9116,2.1575,2.157
1124999,1.9172,1.913,2.1583,2.1576
1130011,1.9181,1.9137,2.1578,2.157
1135002,1.919,1.9142,2.157,2.1565
1140006,1.9209,1.9163,2.1585,2.1583
1145011,1.9224,1.918,2.1596,2.1591
1150011,1.9216,1.9173,2.157,2.1562
1155004,1.9234,1.9187,2.1572,2.1568
1160006,1.9262,1.9216,2.1593,2.1587
1165005,1.9265,1.9219,2.1587,2.1581
1169999,1.9275,1.9231,2.1589,2.1581
1175012,1.9287,1.9242,2.159,2.1584
1180001,1.9292,1.9243,2.1574,2.1571
1185010,1.9305,1.926,2.1588,2.1583
1190015,1.9322,1.9278,2.1594,2.1587
1195010,1.9327,1.9282,2.1592,2.1588
1200002,1.9334,1.9286,2.1575,2.1571
1205010,1.9349,1.9306,2.1594,2.1589
1210013,1.9355,1.9309,2.1578,2.1571
1215012,1.9362,1.9317,2.1577,2.1572
1220003,1.9372,1.9326,2.1571,2.1568
1225011,1.9389,1.9347,2.1592,2.1588
1230002,1.9396,1.9357,2.158,2.1571
1235010,1.9403,1.9361,2.1577,2.1571
1240012,1.941,1.9367,2.1569,2.1567
1245012,1.9421,1.9379,2.1575,2.1569
1250012,1.9439,1.9403,2.159,2.1583
1255006,1.9442,1.9401,2.1576,2.157
1260014,1.9459,1.9415,2.1577,2.1574
1265011,1.946,1.9417,2.157,2.1565
1270007,1.9486,1.9447,2.1599,2.1591
1275001,1.9481,1.9441,2.1579,2.1573
1280000,1.9494,1.945,2.1572,2.157
1285014,1.95,1.946,2.1575,2.1567
1290008,1.954,1.95,2.1616,2.161
1295010,1.9519,1.9478,2.1574,2.1568
1300000,1.9541,1.9498,2.1587,2.1585
1305004,1.9547,1.9505,2.1591,2.1588
1310010,1.9558,1.9518,2.1592,2.1586
1315014,1.9558,1.9516,2.1576,2.157
1320002,1.9576,1.9533,2.1587,2.1583
1325005,1.9588,1.9546,2.1592,2.1588
1330010,1.9591,1.9553,2.1592,2.1587
1335014,1.9596,1.9552,2.1573,2.1567
1340001,1.9616,1.9574,2.1589,2.1583
1345006,1.962,1.9576,2.1588,2.1585
1350006,1.9637,1.9597,2.1599,2.1594
1355011,1.9643,1.9602,2.1595,2.159
1360013,1.9641,1.9596,2.1571,2.1567
1365008,1.9659,1.9615,2.1589,2.1586
1370011,1.9668,1.9626,2.1591,2.1587
1375011,1.9672,1.9634,2.1593,2.1588
1380013,1.9684,1.964,2.1576,2.1569
1385010,1.9695,1.9651,2.1588,2.1586
1390005,1.9706,1.9664,2.1591,2.1587
1395000,1.9718,1.9679,2.1599,2.1592
1400002,1.9719,1.9674,2.1578,2.1574
1405009,1.9732,1.9688,2.159,2.1586
1410012,1.9735,1.9692,2.158,2.1574
1415005,1.9745,1.9703,2.1581,2.1573
1420010,1.9749,1.9707,2.1577,2.1571
1425001,1.9764,1.9717,2.1582,2.1579
1430011,1.9768,1.9725,2.1574,2.1569
1435008,1.9778,1.9736,2.1576,2.1568
1440001,1.9788,1.9745,2.1576,2.157
1445003,1.9802,1.9758,2.1588,2.1585
1450003,1.9808,1.9765,2.159,2.1586
1455002,1.9823,1.9779,2.1596,2.1591
1460006,1.9829,1.9785,2.1594,2.159
1465001,1.9835,1.9794,2.159,2.1586
1470002,1.9839,1.9793,2.1578,2.1572
1475009,1.9852,1.9809,2.1581,2.1575
1480007,1.9857,1.9816,2.1584,2.1576
1485014,1.9868,1.9823,2.1578,2.1573
1490006,1.9879,1.9834,2.1587,2.1584
1495013,1.9883,1.9838,2.1577,2.1572
1500009,1.9901,1.986,2.1603,2.1596
1505009,1.9912,1.9869,2.1595,2.1591
1510013,1.9907,1.9861,2.1578,2.1577
1515006,1.9922,1.9876,2.1577,2.157
1520001,1.9926,1.9883,2.1584,2.1577
1525012,1.9939,1.9893,2.158,2.1574
1530011,1.9943,1.9898,2.1577,2.1572
1535000,1.9963,1.9917,2.1593,2.1588
1540003,1.9962,1.9919,2.1586,2.1578
1545010,1.9981,1.9937,2.1596,2.1591
1550002,1.9986,1.9939,2.1592,2.1589
1555005,1.9996,1.9952,2.1592,2.1589
1560000,1.9998,1.9953,2.1584,2.1577
1565002,2.0008,1.9965,2.1583,2.1576
1570005,2.0015,1.9971,2.1581,2.1575
1575004,2.0026,1.998,2.1579,2.1575
1580002,2.0033,1.9987,2.1583,2.1577
1585012,2.0045,2.0001,2.1579,2.1571
1590010,2.0046,1.9999,2.1577,2.1572
1595013,2.0061,2.0014,2.1581,2.1576
1600000,2.0063,2.0018,2.158,2.1575
1605013,2.0088,2.0043,2.1597,2.1591
1610004,2.0086,2.0042,2.1588,2.1582
1615004,2.0105,2.0057,2.1595,2.1593
1620000,2.0109,2.0062,2.1595,2.1593
1625004,2.0112,2.0068,2.1579,2.157
1630010,2.0127,2.0081,2.16,2.1595
1635002,2.0129,2.0079,2.1577,2.1573
1640004,2.0132,2.0084,2.1576,2.1572
1645006,2.0147,2.0101,2.1586,2.158
1650003,2.0161,2.0115,2.1597,2.1591
1655008,2.0168,2.0121,2.1592,2.159
1660005,2.0176,2.0128,2.1594,2.1591
1665014,2.0181,2.0138,2.1585,2.1578
1670004,2.0195,2.0148,2.1603,2.1599
1675005,2.0196,2.0149,2.1579,2.1573
1679999,2.0209,2.0161,2.1591,2.1586
1685008,2.0215,2.0168,2.1584,2.1579
1690004,2.0219,2.0173,2.1587,2.1581
1695008,2.0239,2.0191,2.1595,2.1593
1700001,2.0231,2.0184,2.1578,2.1573
1705006,2.0252,2.0205,2.1587,2.1582
1710014,2.0257,2.0213,2.1595,2.159
1715010,2.027,2.0227,2.1594,2.1589
1720006,2.0276,2.0231,2.1596,2.1593
1725002,2.0289,2.0246,2.1599,2.1596
1730010,2.0297,2.0256,2.1605,2.1599
1735003,2.0297,2.0254,2.1579,2.1573
1740000,2.031,2.0268,2.1597,2.1595
1745011,2.0323,2.0285,2.1602,2.1599
1750011,2.0329,2.0292,2.1605,2.1599
1755010,2.0338,2.0298,2.1599,2.1592
1760011,2.0335,2.0292,2.1582,2.1578
1765011,2.0358,2.0318,2.1601,2.1599
1770012,2.0363,2.0326,2.1605,2.16
1775012,2.0377,2.0339,2.1604,2.1598
1780002,2.0365,2.0322,2.1578,2.1575
1785008,2.0398,2.036,2.1606,2.1602
1790009,2.0398,2.0362,2.1607,2.1602
1795008,2.041,2.037,2.1601,2.1596
1800007,2.0417,2.0379,2.1601,2.1597
1805014,2.042,2.0379,2.1587,2.1582
1810002,2.0433,2.0392,2.1599,2.1593
1815001,2.0445,2.0408,2.1605,2.1597
1820008,2.0452,2.0411,2.1604,2.16
1825014,2.0455,2.0414,2.159,2.1586
1830002,2.0459,2.0419,2.1586,2.158
1835006,2.0474,2.0436,2.1602,2.1597
1840006,2.0489,2.0448,2.1603,2.1599
1845013,2.0492,2.0449,2.1593,2.1591
1850006,2.0494,2.0451,2.1584,2.1577
1855001,2.0513,2.0476,2.1605,2.1598
1860010,2.0521,2.048,2.1602,2.1598
1865005,2.0523,2.0479,2.1586,2.1584
1870005,2.0531,2.0489,2.159,2.1585
1875003,2.0547,2.0507,2.1603,2.1598
1880012,2.0556,2.0516,2.1606,2.1602
1885000,2.0565,2.0519,2.1597,2.1594
1890003,2.0573,2.0533,2.1603,2.1599
1895004,2.0577,2.0537,2.1593,2.1585
1900007,2.059,2.055,2.1603,2.1598
1905003,2.0598,2.0555,2.1597,2.1594
1910003,2.0611,2.057,2.1606,2.1601
1915006,2.0613,2.0572,2.16,2.1593
1920007,2.0631,2.0588,2.1608,2.1603
1925005,2.0626,2.0582,2.1587,2.1583
1930001,2.0639,2.0592,2.159,2.1584
1935000,2.0647,2.0606,2.1597,2.159
1940001,2.0664,2.062,2.1605,2.1601
1945014,2.0658,2.0615,2.1584,2.158
1950003,2.0674,2.063,2.1595,2.1591
1954999,2.0687,2.0645,2.1609,2.1603
1960010,2.0687,2.0644,2.1588,2.1581
1965014,2.0704,2.0661,2.1603,2.1598
1970010,2.071,2.0667,2.1606,2.1604
1975013,2.0717,2.0672,2.1594,2.1588
1980013,2.0731,2.0689,2.1605,2.16
1985013,2.073,2.0683,2.1585,2.1581
1990010,2.075,2.0706,2.1609,2.1606
1995005,2.0753,2.0709,2.1598,2.1593
2000011,2.0756,2.0714,2.1593,2.1585
2005004,2.0774,2.073,2.1606,2.1603
2010000,2.0775,2.0728,2.1589,2.1585
2014999,2.0781,2.0736,2.1591,2.1584
2020007,2.0805,2.0762,2.1613,2.1607
2025010,2.08,2.0757,2.1598,2.1594
2030007,2.0816,2.0768,2.16,2.1598
2035001,2.0816,2.0772,2.1591,2.1585
2040011,2.0824,2.0779,2.1593,2.1587
2045006,2.0842,2.08,2.1612,2.1607
2050009,2.0837,2.0792,2.1586,2.1581
2055000,2.0858,2.0811,2.16,2.1596
2060003,2.0862,2.0819,2.1602,2.1597
2065012,2.0864,2.0819,2.1591,2.1583
2070009,2.0886,2.0841,2.1611,2.1607
2075008,2.0876,2.0829,2.1576,2.157
2080001,2.0901,2.0857,2.161,2.1606
2085001,2.0908,2.0867,2.1606,2.1598
2090010,2.0908,2.0861,2.1592,2.1587
2095012,2.0924,2.0876,2.1599,2.1596
2100010,2.0932,2.0885,2.1602,2.1597
2105007,2.0943,2.0899,2.1612,2.1608
2110010,2.0952,2.0905,2.1608,2.1603
2115012,2.0949,2.0902,2.159,2.1588
2120000,2.097,2.0922,2.1608,2.1603
2125012,2.0974,2.093,2.1604,2.1597
2130010,2.0986,2.0941,2.1612,2.1606
2135009,2.0992,2.0946,2.1607,2.1602
2140011,2.0993,2.0945,2.1592,2.1589
2145014,2.1009,2.0962,2.1605,2.1601
2150014,2.1006,2.0961,2.159,2.1583
2155001,2.1022,2.0974,2.1596,2.159
2160013,2.1034,2.099,2.1614,2.1612
2165014,2.1043,2.0996,2.1601,2.1594
2170004,2.1048,2.0999,2.1596,2.159
2175008,2.1053,2.1007,2.1595,2.1589
2180011,2.1069,2.102,2.1605,2.1601
2184999,2.107,2.1023,2.1593,2.1589
2190014,2.1093,2.1046,2.1615,2.161
2195014,2.1093,2.105,2.1608,2.1602
2199999,2.1098,2.1045,2.159,2.1586
2205012,2.1111,2.1063,2.1603,2.1601
2210012,2.1119,2.107,2.1599,2.1592
2215001,2.1124,2.1078,2.1602,2.1596
2220003,2.1129,2.108,2.1593,2.1589
2225009,2.1138,2.1088,2.1592,2.1586
2230000,2.1154,2.1109,2.1608,2.1603
2235004,2.116,2.1113,2.1609,2.1604
2240002,2.117,2.1124,2.1612,2.1608
2245010,2.1172,2.1123,2.1596,2.159
2250012,2.1187,2.1142,2.1615,2.161
2255000,2.1189,2.1139,2.1597,2.1591
2260013,2.1207,2.1161,2.1614,2.1609
2265005,2.1202,2.1154,2.1593,2.1588
2270012,2.1212,2.1165,2.1596,2.1592
2275011,2.1227,2.1183,2.1612,2.1608
2280008,2.1239,2.1194,2.1613,2.1607
2285009,2.1242,2.1196,2.1608,2.1605
2290011,2.1258,2.1214,2.1614,2.1612
2295001,2.125,2.1208,2.1599,2.1593
2300011,2.1265,2.1222,2.1606,2.1599
2305009,2.1265,2.122,2.1591,2.1587
2310007,2.1285,2.1241,2.1612,2.1611
2315011,2.1273,2.1235,2.1594,2.1587
2320001,2.1292,2.125,2.1598,2.1591
2325006,2.1308,2.1265,2.1611,2.1608
2330004,2.1307,2.1267,2.1598,2.1593
2335001,2.1313,2.1272,2.1594,2.1587
2340011,2.1329,2.1294,2.1614,2.1609
2345000,2.1331,2.1292,2.1599,2.1594
2350012,2.1343,2.1303,2.1607,2.1604
2355004,2.1351,2.1314,2.1607,2.1601
2360010,2.1356,2.1318,2.16,2.1595
2365003,2.1364,2.1324,2.1603,2.16
2370009,2.1375,2.1336,2.1598,2.1592
2375004,2.1377,2.1339,2.1597,2.1592
2380013,2.1389,2.135,2.16,2.1593
2385010,2.1404,2.1368,2.1618,2.1614
2390009,2.1408,2.1367,2.1605,2.1603
2395014,2.1421,2.1382,2.1614,2.1611
2400002,2.1432,2.1397,2.1622,2.1617
2405010,2.1422,2.1382,2.1596,2.1591
2410005,2.1441,2.1403,2.1609,2.1605
2415012,2.1443,2.1401,2.1596,2.1592
2420012,2.1452,2.1416,2.1609,2.1603
2425004,2.1456,2.1417,2.1599,2.1591
2430004,2.1468,2.1426,2.1603,2.1599
2435010,2.1482,2.144,2.1611,2.1609
2440011,2.1485,2.1415,2.1612,2.1607
2445000,2.1497,2.1459,2.1617,2.1611
2450004,2.1494,2.1453,2.1597,2.1592
2455006,2.1508,2.147,2.1611,2.1607
2460002,2.1512,2.147,2.1605,2.1601
2465010,2.1527,2.149,2.162,2.1614
2470014,2.1532,2.1492,2.1614,2.1611
2475005,2.1528,2.1486,2.1595,2.1592
2480011,2.1545,2.1507,2.1615,2.161
2485012,2.1549,2.151,2.1608,2.1601
2490013,2.1547,2.1506,2.1596,2.159
2495002,2.1566,2.1523,2.1614,2.1614
2500010,2.1558,2.1516,2.1596,2.1591
2505006,2.158,2.1541,2.1618,2.1611
2510014,2.1579,2.1539,2.1612,2.1607
2515006,2.1583,2.154,2.1607,2.1607
2520006,2.1587,2.1547,2.1603,2.1596
2525012,2.1599,2.1563,2.162,2.1614
2529999,2.1602,2.1562,2.1615,2.1612
2535007,2.1604,2.1567,2.1609,2.1605
2540008,2.1603,2.1562,2.1597,2.1591
2545002,2.1617,2.1581,2.162,2.1614
2550008,2.1615,2.1574,2.1604,2.1599
2555009,2.161,2.1569,2.1593,2.1591
2560000,2.1615,2.1576,2.1598,2.1592
2565004,2.1628,2.1593,2.162,2.1614
2570001,2.1629,2.1592,2.1617,2.1613
2575009,2.1634,2.1595,2.1617,2.1613
2580000,2.1626,2.1587,2.1611,2.1608
2585001,2.1625,2.1585,2.1603,2.1594
2590013,2.1631,2.1594,2.161,2.1602
2595006,2.1636,2.1592,2.1612,2.1605
2600014,2.1639,2.1598,2.162,2.1613
2605003,2.1643,2.1603,2.1625,2.1617
2610000,2.1636,2.1596,2.1612,2.16
2615008,2.1639,2.1598,2.1617,2.1606
2620001,2.1632,2.1588,2.1604,2.1595
2625012,2.1629,2.1589,2.1611,2.16
2630006,2.1648,2.1609,2.1633,2.162
2635012,2.1632,2.1591,2.161,2.1599
2640014,2.1642,2.1604,2.1625,2.1614
2645011,2.1633,2.16,2.1615,2.16
2650009,2.1638,2.1614,2.1623,2.1608
2655014,2.1647,2.1643,2.1632,2.1618
2660005,2.1651,2.1661,2.1625,2.1612
2665008,2.1664,2.1669,2.1636,2.1623
2670011,2.1686,2.174,2.1639,2.1622
2675003,2.1719,2.1801,2.1633,2.1617
2680011,2.1761,2.1818,2.1645,2.1631
2685004,2.1825,2.1887,2.1641,2.1626
2690003,2.1847,2.1909,2.1623,2.1606
2695008,2.1908,2.1976,2.1632,2.1612
2700011,2.1923,2.2051,2.165,2.1632
2705007,2.2003,2.2092,2.1629,2.1613
2710011,2.2064,2.2133,2.1638,2.1617
2715002,2.2138,2.2183,2.1655,2.1632
2720003,2.2165,2.2208,2.1653,2.163
2725009,2.2216,2.2248,2.1662,2.1637
2730014,2.2257,2.2288,2.1666,2.1642
2735005,2.2292,2.2313,2.1676,2.1652
2740010,2.2311,2.2346,2.1659,2.1633
2745011,2.2338,2.2382,2.1672,2.1653
2750001,2.2359,2.2417,2.1664,2.1646
2755007,2.2431,2.2481,2.1686,2.1668
2760014,2.2456,2.2521,2.1691,2.1673
2765006,2.2485,2.2538,2.1671,2.1653
2770001,2.251,2.2579,2.1684,2.1675
2775005,2.2577,2.2627,2.1692,2.1685
2780011,2.261,2.2662,2.1699,2.1693
2785015,2.2629,2.2681,2.1681,2.168
2790010,2.2687,2.273,2.1697,2.1704
2795005,2.2719,2.2777,2.1687,2.1698
2800008,2.2765,2.2813,2.1695,2.171
2805013,2.2788,2.2847,2.17,2.1724
2809999,2.285,2.2873,2.1709,2.1771
2815003,2.2884,2.2908,2.1724,2.1819
2820008,2.2907,2.2951,2.1741,2.1837
2825003,2.2935,2.2993,2.1768,2.1873
2830008,2.2975,2.3016,2.1815,2.1921
2835013,2.3017,2.3064,2.1845,2.1954
2840005,2.3061,2.3105,2.1867,2.1984
2845000,2.3093,2.3139,2.1869,2.1983
2850004,2.3124,2.3191,2.1904,2.2005
2855007,2.3175,2.3211,2.1912,2.2
2860008,2.3209,2.3242,2.1938,2.2024
2865002,2.3239,2.3258,2.1958,2.2038
2870009,2.3263,2.3311,2.1975,2.2054
2875000,2.3316,2.3368,2.2002,2.2085
2880009,2.3348,2.3405,2.2012,2.2093
2885013,2.3422,2.3468,2.2047,2.2132
2890007,2.3469,2.349,2.2061,2.2147
2894999,2.3486,2.3537,2.2072,2.2161
2900000,2.3534,2.356,2.208,2.2168
2905013,2.3554,2.3609,2.2111,2.2207
2910004,2.3593,2.3637,2.2127,2.2226
2915006,2.3644,2.3695,2.2144,2.2244
2920007,2.3657,2.3714,2.214,2.2242
2925006,2.3729,2.3767,2.2172,2.228
2930006,2.3774,2.3806,2.2199,2.2302
2935005,2.38,2.3838,2.2224,2.2345
2940009,2.3828,2.3864,2.2242,2.2376
2945013,2.3878,2.393,2.2277,2.2419
2950002,2.3915,2.3969,2.2304,2.2444
2955004,2.3946,2.3999,2.2347,2.2494
2960001,2.402,2.4049,2.2371,2.2531
2965012,2.4051,2.4107,2.24,2.2559
2969999,2.4106,2.4154,2.2427,2.2603
2975003,2.4161,2.4211,2.2466,2.2658
2980010,2.4188,2.425,2.2478,2.2673
2985011,2.4226,2.4296,2.2516,2.2724
2990004,2.43,2.435,2.258,2.2818
2995012,2.4338,2.4374,2.2612,2.2876
3000003,2.4392,2.4439,2.2671,2.2929
